Order,Run,Label,Area_Mean,BoundingBoxArea_Mean,CentralMoment_0_0_Mean,CentralMoment_0_1_Mean,CentralMoment_0_2_Mean,CentralMoment_1_1_Mean,CentralMoment_1_2_Mean,CentralMoment_2_1_Mean,CentralMoment_2_2_Mean,Compactness_Mean,ConvexArea_Mean,Eccentricity_Mean,EquivalentDiameter_Mean,Extent_Mean,FormFactor_Mean,HuMoment_0_Mean,HuMoment_1_Mean,HuMoment_2_Mean,InertiaTensorEigenvalues_0_Mean,InertiaTensorEigenvalues_1_Mean,InertiaTensor_0_0_Mean,InertiaTensor_0_1_Mean,InertiaTensor_1_0_Mean,InertiaTensor_1_1_Mean,MajorAxisLength_Mean,MaxFeretDiameter_Mean,MaximumRadius_Mean,MeanRadius_Mean,MedianRadius_Mean,MinFeretDiameter_Mean,MinorAxisLength_Mean,NormalizedMoment_0_2_Mean,NormalizedMoment_1_1_Mean,NormalizedMoment_1_2_Mean,NormalizedMoment_2_0_Mean,NormalizedMoment_2_1_Mean,NormalizedMoment_2_2_Mean,Perimeter_Mean,Solidity_Mean,Zernike_0_0_Mean,Zernike_1_1_Mean,Zernike_2_0_Mean,Zernike_2_2_Mean,Area_Std,BoundingBoxArea_Std,CentralMoment_0_0_Std,CentralMoment_0_1_Std,CentralMoment_0_2_Std,CentralMoment_1_1_Std,CentralMoment_1_2_Std,CentralMoment_2_1_Std,CentralMoment_2_2_Std,Compactness_Std,ConvexArea_Std,Eccentricity_Std,EquivalentDiameter_Std,Extent_Std,FormFactor_Std,HuMoment_0_Std,HuMoment_1_Std,HuMoment_2_Std,InertiaTensorEigenvalues_0_Std,InertiaTensorEigenvalues_1_Std,InertiaTensor_0_0_Std,InertiaTensor_0_1_Std,InertiaTensor_1_0_Std,InertiaTensor_1_1_Std,MajorAxisLength_Std,MaxFeretDiameter_Std,MaximumRadius_Std,MeanRadius_Std,MedianRadius_Std,MinFeretDiameter_Std,MinorAxisLength_Std,NormalizedMoment_0_2_Std,NormalizedMoment_1_1_Std,NormalizedMoment_1_2_Std,NormalizedMoment_2_0_Std,NormalizedMoment_2_1_Std,NormalizedMoment_2_2_Std,Perimeter_Std,Solidity_Std,Zernike_0_0_Std,Zernike_1_1_Std,Zernike_2_0_Std,Zernike_2_2_Std,DistanceTraveled_Max,DistanceTraveled_Mean,DistanceTraveled_Std,Speed_Max,Speed_Mean,Speed_Std,Linearity_Mean,Linearity_Std,MeanderRatio_Mean,MeanderRatio_Std,FinalAge,Displacement,IntegratedDistance
26,4,5,125.6,221,125.6,1.3855583347321953e-14,2054.854591009185,516.0055237367646,-2095.8618559022866,145.9048003629584,15484.45045185111,1.4068109187773081,148.1,0.7682070725787767,12.643607449972567,0.5758279854390536,0.719086162338756,0.2014646841253719,0.008063808468283192,0.002803771459748582,18.16305805042897,7.173365555911922,16.300439867098994,-4.084164013526722,-4.084164013526722,9.0359837392419,16.996416598734008,17.973879184025346,5.220842672526703,2.1606963387173215,2,10.479095020805541,10.708543401380725,0.1294905634849343,0.03237134197679321,-0.011702016744047274,0.07197412064043764,8.270701664241676e-4,0.0077100495074189125,47.07178207935912,0.85032205273823,0.5036740907724206,0.10201682691034067,0.13764209086229828,0.08413821982859572,5.037636129950016,27.86475272534182,5.037636129950016,7.90420022988519e-14,386.90217673635556,142.48217901389563,666.7891438363283,213.4352896261987,3644.4683657661485,0.15367767593983633,9.960477453973335,0.05763295862080362,0.254028584862727,0.06857861899402173,0.08455598909584777,0.0169221994993563,0.0037919423781210184,0.0015817606499726757,2.894351122574486,0.4541630176374493,2.6381789841006364,1.0204675943371828,1.0204675943371828,0.5016307519492788,1.386743431025279,1.5775040334727064,0.21807691997761752,0.05456335088706509,0,0.32005190606031747,0.3349081388747313,0.018332933645792852,0.007348781687914496,0.0033313239498100797,0.0035266244809738626,0.001262025540296188,0.0011762359093396683,3.18939591350853,0.04576273357631251,0.08695095511505578,0.01859628762935904,0.022901274232628045,0.00861825778613021,0.564385802534304,0.34677011221997106,0.1523946336344946,0.17365717001055508,0.1066984960676834,0.046890656502921416,0.3970164841075014,0.42283320361700416,8.789337792969931,8.808568587213355,10,0.22430140119576383,3.1209310099797394
27,4,6,340.5,555.6,340.5,-5.684341886080802e-14,14696.418450431536,1571.7714068517364,20008.21143879595,4984.250201223374,206375.7349139422,1.2886636292650777,374.3,0.7517782452917589,20.820874828007323,0.6134803820518107,0.7767119268389651,0.18561578236654386,0.005373432699375362,0.001122004391701182,44.06994547849724,19.13666574480917,43.149832315932734,-4.599654432288494,-4.599654432288494,20.056778907373673,26.551117330399517,26.769990217705555,7.962049935181331,3.2486245917845205,2.9399494936611665,17.758257364725715,17.49628835479122,0.1267259469476604,0.013464694004090099,0.009336144470804018,0.05888983541888345,0.002318988646587867,0.005211894613797338,74.2471175493115,0.909936507652205,0.6032829005197355,0.07992049765868937,0.1555336063032196,0.07282085268703255,5.9113826169894,21.71635328502463,5.9113826169894,2.262297352501483e-13,572.9247699445384,412.7208702634168,1895.8705408505155,1717.3875987680506,21722.206005028096,0.04139814709135965,9.510812560215639,0.013558287054081417,0.18023558279212043,0.019987849121529802,0.024717051678605488,0.0015084177055084205,5.879463677745098e-4,1.44402812564093e-4,1.3982140930761817,0.5952813439167315,1.0568303315283365,1.117637857742311,1.117637857742311,0.8824451862169217,0.4180592240265017,0.43156529562464974,0.08000576145201306,0.04149525862530529,0.0813841605758968,0.40429376539368794,0.27191853956640866,0.002240057525803745,0.0030139049061963206,6.010095721711558e-4,0.0019461270938095244,7.595033059694948e-4,2.7505688187832295e-4,1.475599875319222,0.014268849284505575,0.010575057412554089,0.026295531559122672,0.013929166709629856,0.005415809163449493,0.6897179754191197,0.33359434239188146,0.21050177712200854,0.2122209155135753,0.10264441304365583,0.06476977757600264,0.2744258722737539,0.34852913877852687,15.415640319358678,17.390152123076092,10,0.11261992484816372,3.002349081526933
28,4,7,399.2,750.6,399.2,5.329070518200752e-14,16641.721721939022,-5914.675226023756,15709.829018863627,-24572.74337302536,411366.5620567376,1.5864678888631645,475.4,0.7440738710000143,22.544340812736472,0.5323771719776098,0.6310225402479122,0.19693271992788983,0.005720433971674567,0.001104356709351657,54.36065956759707,24.244326506835016,41.68855201755036,14.824097516847072,14.824097516847072,36.91643405688173,29.49143776886022,28.08917740474631,7.503767477910113,3.1078833963759847,2.862741699796952,20.213776049585285,19.691031324567394,0.10445702439977367,-0.03716233789392696,0.004918309159920026,0.09247569552811617,-0.007712761556961202,0.006467835340339021,89.20041840821061,0.8398364011521451,0.620609315245758,0.04778257593926619,0.13654658983864487,0.090793656072953,6.47731082746193,28.320389200087707,6.47731082746193,3.0449885936741513e-13,483.97033765330866,223.49154174247195,3154.6748663447624,2976.942688194584,16086.167921772741,0.055552434344664385,10.167486305758064,0.015458639093324403,0.18234149116908344,0.017399172869052747,0.021961165348362986,0.002699788710260685,6.939809630413701e-4,2.61119612036775e-4,0.6212067228975904,1.0843404328953807,1.0458518473973597,0.7108020273697503,0.7108020273697503,1.5326575947870364,0.16882406028494562,0.5755313725296962,0.3222725510745661,0.048601285665334164,0.07234147606746381,0.5782550161145317,0.4378095530477683,0.003207995475106302,0.0022380996576555037,8.858179536200242e-4,0.0035533493686246646,8.746639448057766e-4,2.308796403455847e-4,1.9845636547102141,0.009615999606827949,0.016160528731772168,0.015265641279146536,0.0122616794605397,0.007201710900999593,0.485096636163086,0.3280470529303101,0.14272793307542883,0.1492605034347957,0.10093755474778772,0.04391628710013195,0.308807406921299,0.33923008806959715,8.195064011072175,7.249789377408894,10,0.19434620017759088,2.952423476372791
29,4,8,133.4,201.3,133.4,-6.483702463810916e-15,1697.9994472278636,210.27192773616824,-1528.5519586698326,-342.5584260373477,12882.284353871157,1.1803327247796256,146.1,0.5503897104078155,13.02960587714569,0.66632326007326,0.8492836017228174,0.17154796209478976,9.88524814051178e-4,8.1295901135276e-4,13.52130120538594,9.377002496531773,12.681510935370845,-1.57835075868825,-1.57835075868825,10.216792766546869,14.699134254273982,14.696891647139196,5.519563943195058,2.3037593799529774,2,11.530463664793904,12.243733041017833,0.09488841032342211,0.011869844872944511,-0.007289036610590937,0.07665955177136764,-0.001623115887318802,0.00539865681488882,44.471782079359116,0.9134155620321011,0.7275981417213305,0.05803720879061308,0.1478633476397859,0.04548989997932987,6.077280093375105,18.844686843304725,6.077280093375105,5.2304668858789645e-14,235.50382778246404,58.627206202308145,499.6979678698758,164.06511372575696,1894.8623212531847,0.060839633966605446,7.202622979011034,0.042254889679741746,0.29725775183090114,0.047985475415530436,0.044543946312485996,0.003489748512535071,3.368083324621143e-4,3.638924084167101e-4,1.0160088424167706,0.5597804122127231,1.196952961089553,0.4523949091815283,0.4523949091815283,0.3667488914390721,0.554047191135182,0.5786727267828746,0.19554447343258646,0.040292122514229596,0,0.39099570076010837,0.36974640678377874,0.00490734648394108,0.003582952607012866,0.001769539542886194,0.00279466794042217,7.023784017667084e-4,3.4110108460164314e-4,1.9113862729869393,0.01882849322066167,0.03993786984108498,0.021478246427271343,0.009689533610980716,0.010409517075868386,0.5620878240039183,0.3115869046237077,0.14596944101286102,0.17295009969351333,0.09587289373037158,0.04491367415780339,0.3434037165926157,0.27976276670292044,4.821046574032754,4.01373567504141,10,0.7439485984555964,2.8042821416133688
30,4,9,167.6,347,167.6,3.286260152890464e-15,1922.1379561727626,1197.7123170945747,-2992.454738927405,-8271.062016419233,63670.54280367681,1.686319901174578,203.4,0.8404800628788305,14.606391573729347,0.4839491577263316,0.5943765130228079,0.22644183000056084,0.015395594241296048,0.005063419826616963,29.360551481832967,8.598660697583298,11.45070115776536,-7.130730075678213,-7.130730075678213,26.508511021650907,21.66566180469606,22.63102492905956,5.8241071824075785,2.2877306630930407,2,12.388375007469577,11.727025519736449,0.068276293554969,0.04249027523344142,-0.008220362540635032,0.15816553644559184,-0.02266518376390361,0.013478640418166474,59.568942956259484,0.8241234366458102,0.4154123971615681,0.10465413233931643,0.11721311782733114,0.07835493604383614,5.316640543300503,19.578900207451216,5.316640543300503,6.062507215465855e-14,174.50054317800738,150.35920523702683,642.288603349691,1279.5871215574678,9084.383208884568,0.08550061409863527,6.65331997326648,0.009774163735178708,0.2315956545879295,0.02225836815567488,0.030052252300449434,0.0075501477189049366,0.002051090333768814,0.0011514791863681715,1.7278010840031632,0.3675099260425985,0.7058341032986698,0.7298330808725115,0.7298330808725115,1.4398201370162431,0.6393766702914483,0.6116559129706445,0.29772382397945296,0.03571138561845093,0,0.2870630482493346,0.24820157753731675,0.0025046711298339235,0.003545525339907555,0.0016807575082082443,0.007015133423097208,0.0026600981609108156,0.0013878179296515543,1.687008271778358,0.013978939028756182,0.019384421775147324,0.011540805928842263,0.01161844826219158,0.004929018029099267,0.5308977765629154,0.3155734012225348,0.16851303128972567,0.16335316201935857,0.09709950806847224,0.05185016347376175,0.22635111877489086,0.3114276784602677,11.771322251980406,9.696842878177304,10,0.10500786092681708,2.8401606110028133
31,4,10,112,167.6,112,-6.394884621840905e-15,610.7737450810328,106.39311807400414,-91.64721749065377,965.1520108163224,6673.722399463697,1.2730022796863083,122.3,0.8234467787499291,11.93525457985176,0.6721984551396316,0.789878157225389,0.195508194424449,0.010239095915746335,7.39152644278083e-4,16.590833907722118,5.306611947413704,5.434052778882108,-0.9561338512474588,-0.9561338512474588,16.463393076253713,16.276435828320402,16.04287428740495,4.444120272985371,2.0348162871066036,2,8.771810145574502,9.207908669955396,0.048549265484203956,0.008639034807263243,-6.91606392587547e-4,0.14695892894024504,0.007268038441217147,0.004688779255611138,42.27178207935911,0.9160138627014809,0.5513593847006542,0.07078313923565019,0.158293552420505,0.08692354411229483,7.702813338860896,17.81509971282164,7.702813338860896,4.0638517076799907e-14,80.35801583235774,97.63237547281648,100.68784906313752,336.5058280882142,1511.1605950746484,0.10108123844557838,8.124722217473721,0.018433579915804008,0.4116729074639219,0.05411151416370976,0.060721385833169605,0.0078117242719429715,0.002277683818464079,4.658112603995284e-4,1.5865981083834795,0.41644818686098867,0.4000384231076616,0.8196174706798254,0.8196174706798254,1.5215878863187329,0.7680995668400236,0.7646237989445249,0.2352185726804234,0.0823286712386263,0,0.5706614929594822,0.3654663449766133,0.0023240431570086596,0.007015842508304218,7.795833739906034e-4,0.008303333108005252,0.002475879246944159,5.227854004144334e-4,2.1187573287689374,0.02787561699393092,0.04016843688118756,0.029710259168156467,0.01994780957025872,0.01349665417094203,0.9519038409949482,0.37502330393583416,0.2761487530409694,0.29289348953690714,0.1153917858264105,0.08496884708952906,0.3334668296043203,0.3056135236864969,6.736517716723937,6.578795999003217,10,0.715254834491091,3.3752097354225072
32,4,11,109.6,151.5,109.6,9.76996261670137e-16,1141.5193816460544,127.29379848593874,-318.55052248227884,147.31637213538912,5553.313638077528,1.0083748830799986,114.6,0.57821101582003,11.812408537073392,0.7243173493173493,0.9925280989648803,0.16483857407882735,0.001148339334237094,1.5810046486712013e-4,10.862486267595221,7.2023849904838,10.413394357511857,-1.1616382718188698,-1.1616382718188698,7.651476900567165,13.181273509224107,13.088123117334955,5.493840584077654,2.2632248816547555,2,9.943566872066906,10.732727782378062,0.09503333846990666,0.010605021492439373,-0.002532250052935827,0.0698052356089207,0.0011624860068546051,0.00421578494204106,37.25756851698602,0.9564448159931622,0.8095139008288014,0.07103275483624805,0.1167719961901045,0.06358727998517766,2.3190036174568114,5.930148958219065,2.3190036174568114,3.355922606228222e-14,54.891209787954764,32.0004188018763,95.3476683097529,109.86149017543693,349.1837016408116,0.030902955585313013,2.3664319132398464,0.03834483173532645,0.12498291549688481,0.02930151303580967,0.0302298035015961,0.001827559655316899,4.1763912254794383e-4,5.979287481324928e-5,0.40075555168295113,0.30266444320759495,0.40393493021329346,0.29379656878752597,0.29379656878752597,0.3496708967805374,0.24451529502341393,0.33505101681573685,0.14029982474565827,0.04044729765025003,0,0.10262044811154984,0.2278259499191207,0.0037878447732861507,0.0027167700526758345,7.631391190369584e-4,0.002648396684792288,8.585021454000567e-4,1.574958750704787e-4,0.4489240413554858,0.013286478420102818,0.048717438588020495,0.022317575719015735,0.022233242376463017,0.013446107532195021,0.3982177155246936,0.2384749888357409,0.08632453251093876,0.12252852785375187,0.07337691964176643,0.02656139461875039,0.4002564941385348,0.2624893562219273,3.499758222486245,2.2405236771635693,10,0.5068548069175077,2.146274899521668
33,4,12,164.7,288.7,164.7,2.2382096176443165e-14,2661.3310113801526,491.26875962278444,2061.6136987623877,-790.6706414549127,27393.812040745073,1.6169049583017747,205.4,0.5751264927620698,14.480223518844092,0.5716974114207086,0.6204296098419892,0.18914949567562392,0.001444633853685898,7.52325707816318e-4,18.68673962764029,12.469712855195084,16.153531185639565,-2.9776816926057714,-2.9776816926057714,15.002921297195808,17.287071202065697,18.073617442130157,5.829941986805657,2.2703122365767525,2,12.975413743284616,14.123444863252923,0.09809506979639067,0.018057560112713807,0.00591623911199178,0.09105442587923324,-0.002272937014086281,0.006114288511866072,57.83218971944477,0.8020750963277079,0.6033771948143638,0.07049320845188578,0.15526018389283283,0.04046849096197248,3.8600518131237567,17.39124939604845,3.8600518131237567,8.194464147935459e-14,151.79813291283008,94.90448942947127,282.3991389231175,370.1066293402086,3524.764135446173,0.09419565280927807,6.484168755086841,0.030035695648548598,0.16891767289863982,0.023458377347726163,0.03749376527254852,0.0032143189280921854,3.6221941754392657e-4,1.0914781798876254e-4,0.8649278024366562,0.3877114753737086,0.7292115316582829,0.5438948993313483,0.5438948993313483,0.8994489804319512,0.4013910492213124,0.4004893611134047,0.11438934721436912,0.040152369712471214,0,0.16128899662730692,0.2203806751358161,0.004283743369735827,0.0031613172103970725,7.495487647944886e-4,0.0041533775475092296,0.0010719951947478384,5.757923948632856e-4,2.1344831998233667,0.010970486436029384,0.017207307940883716,0.019066605182672967,0.010849613842071094,0.0091129280485947,0.456598426755305,0.2638096864522189,0.14394407002635468,0.14049182361701693,0.08117221121606737,0.0442904830850322,0.28914881379391366,0.28724667686315186,5.69296121168582,3.3967613408693293,10,0.46286843553312457,2.37428717806997
34,4,13,75.2,94.9,75.2,4.884981308350691e-15,522.0145467386333,-55.23254691875287,-153.0472854792816,27.434545266832266,2252.5207577474785,0.9734278596056739,79.1,0.535427528565377,9.780908875071512,0.7972528058361392,1.0289993821171224,0.16449910951975222,0.001020860011621342,1.707861115270076e-4,7.290807409092137,5.079665694569221,6.9326624398404855,0.7214336491910416,0.7214336491910416,5.437810663820873,10.78751798341792,10.41884377208853,4.313475507123364,1.9650808373825386,1.9414213562373095,8.089811311529264,9.005770222155137,0.09238030471114371,-0.009455776841956988,-0.003099268514443947,0.07211880480860851,5.50332732351361e-4,0.005192551895899592,30.31370849898476,0.9511436180006009,0.86570207126043075,0.047764318783838446,0.0843547137168331,0.06243594933953743,4.61398839279954,9.445163371329853,4.61398839279954,2.767562308898857e-14,60.55944242028142,32.579994231236036,86.9087108295671,42.191170368253616,582.4539026643462,0.042293472283406526,5.216427044549853,0.09869275856120303,0.3008051078754309,0.06532220685542248,0.04356828848645269,0.004211224235003501,8.549083729759675e-4,1.9052175909358714e-4,0.7555819070611159,0.4827140173026027,0.5887189045207349,0.40055889196395,0.40055889196395,0.6742392755996799,0.560133221166714,0.6215522261171245,0.323056667624254,0.052519465103721255,0.1852419365337179,0.5288882962151901,0.4355760156280196,0.008368125979408508,0.0049838479429513746,0.0018411903212426184,0.005435496282338849,8.586478938803944e-4,5.170252059779729e-4,1.2269748938465435,0.019119899235702075,0.06896794081546559,0.02612271981624446,0.039307076176959665,0.01867968692937894,0.7058097748484241,0.41965347347824444,0.21211760084126338,0.21717223841489972,0.12912414568561367,0.06526695410500412,0.5860552782889479,0.31384095282387353,2.200146358147207,1.115500005654793,10,0.897833270794884,3.776881261304199
35,4,14,92.2,124.3,92.2,-3.9079850466805505e-15,1097.8294262044908,35.246737800053744,193.01367200312245,118.24962638730669,3375.589018318721,1.0597408172954084,97.9,0.7829969674115657,10.83311703517147,0.7437973137973138,0.9446321947451464,0.17901911597063896,0.006301698247054857,1.3738085113764427e-4,11.912167551784968,4.598280444218085,11.88672031234282,-0.38448730084629756,-0.38448730084629756,4.623727683660235,13.800444223862652,13.105105820528385,4.145698095994087,2.0265445838795553,2,7.971314632718394,8.576153357359567,0.12885774802455133,0.004199314145184722,0.0023297067418240882,0.050161367946087644,0.0014206961335588059,0.004292876697274634,35.039191898578665,0.942468883065409,0.6792018218098766,0.044820574624286416,0.1535052865456149,0.10878762391529385,3.3928028399998595,9.019115502334165,3.3928028399998595,4.740502954143438e-14,99.3826131497331,19.020941296395115,83.38069287888194,46.39743893414461,386.0768039226784,0.03618744455006194,5.043147165543886,0.0121255679659542,0.200724595347472,0.0336795627992521,0.03273790260136314,0.0028740198993961108,7.609528887110166e-4,7.826156867503541e-5,0.681895207649499,0.1680584036947364,0.6830015771168314,0.20594288045045353,0.20594288045045353,0.15985453860071083,0.39779957630203117,0.41660190530455354,0.12104772645075426,0.016002594699271563,0,0.4082958052163124,0.15663367929162136,0.0037761304962909896,0.002244506540357199,8.816821710886418e-4,9.63915177511158e-4,4.7686215204874213e-4,1.790405949436682e-4,1.2037539501322978,0.017323328065167995,0.0200049867237846,0.03280275948192332,0.016758192688942377,0.007505623506126872,0.34734698374087575,0.16964828861699602,0.09149306932879087,0.10687599499719254,0.052199473420614165,0.028151713639627957,0.2184986342528803,0.30452572866820166,19.925144128982268,34.353952898830535,10,0.01383035018559933,1.5268345975529642
36,4,15,189.7,410.2,189.7,1.0658141036401504e-14,4383.369253743013,-3445.5062730420645,-5547.387869965642,6441.86773521738,163878.87674666825,1.5826402969375382,209.2,0.9255559204136342,15.5399620005,0.46350871539751637,0.6323250468720164,0.25526911154758064,0.03671850773083839,0.001933940471114763,42.39916560723748,6.048462490591316,23.073944281054963,18.13067025547816,18.13067025547816,25.373683816773834,26.035435770826226,25.383741091901943,5.019803902718557,2.2673025503918094,2.141640786499874,10.038985122191315,9.8363693997339,0.12154717274546896,-0.09547299553335822,-0.011220776153567622,0.13372193880211167,0.013043638783057605,0.023857402758421624,61.41808075912433,0.9068621982867737,0.37249181773884793,0.05245786959540715,0.13610985386022584,0.08716685060361053,5.334374898294603,25.481147715299027,5.334374898294603,9.166949856555879e-14,382.0414544103284,347.9094223673924,477.2377493604123,586.8282289589594,23448.643393400842,0.045742260760520806,6.0699624747146865,0.006682481279720211,0.21889281820725884,0.020197017507725866,0.018054577025354023,0.0060485265949852506,0.0035590273938859137,4.357840183162781e-4,2.525616180101778,0.1884915270009894,1.3919675494603274,1.3483465808763637,1.3483465808763637,1.227714081409746,0.776555027013407,0.7193269842851912,0.04175029276736021,0.025894460411136484,0.10846575035548134,0.3382759776296277,0.1536116367104505,0.00428393522402805,0.00465313227029668,0.0011330471377412302,0.00420699278258655,0.0015372440059054453,0.0016002067404030833,1.5522909525161235,0.010304118187383198,0.013611071275665201,0.010282456871112063,0.006358393415415723,0.005272364580265683,0.3912272337071024,0.2272044866795303,0.08712540043295941,0.12037761037141612,0.06990907282447087,0.026807815517833664,0.4256643901205902,0.23535360435722408,2.844211388958568,1.197783032418627,10,0.6603381812026223,2.044840380115773
37,4,16,94.6,165.7,94.6,-4.4408920985006133e-16,662.5223949473879,590.4462743805185,-221.30952639529488,-399.15284884205323,10181.084617029843,1.289257161517774,103.5,0.9006379759428874,10.969666375608686,0.5724395743145743,0.7768477556109961,0.22519151780051916,0.02393603135655534,3.282043846301439e-4,17.91050004294281,3.369520490451386,6.990043837399665,-6.241457111442519,-6.241457111442519,14.28997669599453,16.92042886296876,15.663462933693724,3.600668786388029,1.8356369707220026,1.6778174593052024,6.984547502308191,7.329799278223867,0.07403919371696004,0.06622712650768742,-0.002275114622083641,0.1511523240835591,-0.00413398822333053,0.012018873049211565,39.12031021678297,0.9137054363732043,0.4874868991367003,0.031159899528390503,0.1491527654542029,0.11173895879639081,6.186005711819758,14.3994598664132,6.186005711819758,3.2741688175619616e-14,88.21739964232393,58.291812020669944,210.13876272743457,372.12992359082347,1808.4340474517649,0.05383779721876228,5.720334100576838,0.013649643116184714,0.35727446621234815,0.029782590751188453,0.03215512926117537,0.00953611889668368,0.0045518246780048306,3.742594132770516e-4,1.1426717882355892,0.4224548484109552,0.6465323358725715,0.46888855164432436,0.46888855164432436,1.385546209985991,0.5447606817051268,0.7117497412892212,0.19772115811851948,0.060014545151544606,0.25645584840402275,0.6651711827997087,0.4550584677587582,0.006906399854657858,0.0066089057881755205,0.0020185369404480628,0.012565707574217473,0.003383525527696889,0.0016636405354374007,1.4421337973869557,0.01960224577769329,0.04514778356306299,0.012821805625549871,0.012747900810177674,0.01561599428045509,0.9669811928103474,0.5526328740375849,0.22348139036081863,0.29753267471087613,0.1700408843192569,0.06876350472640573,0.36601966257120216,0.37097262140523773,5.746291010003573,4.1896727148843285,10,0.4126740935865733,4.973695866338264
38,4,17,214.1,475.7,214.1,-5.684341886080802e-14,5094.251291677226,2105.148273096577,4084.8065495643355,3118.052766501612,82921.14544403214,2.0705575848405586,281.8,0.7730363710627629,16.508666406823945,0.4509636843260985,0.4847124575797262,0.2174195277794948,0.008609198894094517,0.0017351104959252711,33.20670964970817,13.36025551469631,23.754475381378544,-9.822664501980897,-9.822664501980897,22.81248978302594,23.04397899120695,23.85971531102671,5.9717584540043545,2.2993718719740013,2,14.56262919652912,14.614470095999579,0.11086695514133886,0.04587527658686636,0.006070194587954325,0.10655257263815594,0.004619058921522835,0.008425999233294049,74.61513703397203,0.7604513734679073,0.46732205770390267,0.05945015834910132,0.15482741176835368,0.05667780987047743,6.903300337922113,28.54645336990219,6.903300337922113,9.491650089668667e-14,559.5046303234345,160.71340466135766,734.3963901906562,1014.7333618648513,8304.65358610868,0.12868326338767674,13.373273512661155,0.009683322394881375,0.2677478000757485,0.018682449255233203,0.03132708059719506,0.0054003012150582235,7.74869237382595e-4,4.1905237699150203e-4,1.597583147486937,0.8025534360534061,2.104078223967231,0.5149178178938698,0.5149178178938698,1.4692291371794715,0.5601454653763692,0.6782209380737777,0.20575326925316265,0.03519523331453021,0,0.655799354269531,0.4488900487437126,0.008156219933692284,0.0018369346790242708,9.292013656691836e-4,0.006090852475029981,0.0014416989807193314,3.092332315615025e-4,3.1577901484679387,0.02072007016093712,0.021234670421017413,0.016998126220131384,0.008177558716813815,0.008196546358885469,0.7218887264524163,0.37194015742193337,0.2013626642726223,0.222119608139205,0.11444312536059488,0.061957742853114554,0.42701250499061355,0.361738388515596,4.02787470357637,2.446863348553525,10,0.4524904700440871,3.3474614167974
39,4,18,175.9,290.5,175.9,2.664535259100376e-14,2198.26266933334,1416.0755722187014,1291.7088852987915,1303.3169940107905,49176.124990604905,1.2580693194723849,192.1,0.8114069734993834,14.936495959082398,0.6207282389591583,0.8057685984032832,0.19442606225151293,0.011416267351675355,1.9361035274121892e-4,26.569234910697674,8.029450539456152,12.179924375277807,-7.555451964335712,-7.555451964335712,22.418761074876016,20.389742766839355,19.664506476463952,5.591311596201925,2.4562794618104573,2.23606797749979,11.072687523561958,11.331116854593514,0.06849825782619975,0.04072174227637867,0.002645210280836093,0.1259278044253132,0.002448248383399956,0.007713647108709698,52.71564209736037,0.9187057973721657,0.5928525533198938,0.025298785484079597,0.16321016247541717,0.10224098236647439,22.912636009173823,69.53536270608407,22.912636009173823,6.57545357394049e-14,777.2372455286096,915.3608402309862,1075.5622275496007,1286.8398354512176,32656.667226890593,0.15408970879317688,29.30472089385372,0.08051903073713565,0.9797530205960087,0.07191252511475724,0.0990954667526506,0.019904826060890952,0.0068336090064015035,1.681915069288447e-4,8.087047348151522,0.4191248288978516,2.8267967915643055,4.271394585158484,4.271394585158484,5.192006917725622,3.225962125782533,2.868833490599592,0.20340062869421277,0.05120602712723844,0,0.23754669896271804,0.29249778507271196,0.007617346111474228,0.019455877869673486,0.0017543580877821764,0.014424128146364845,0.0024929746543314413,0.0028907394337400636,6.49263664349969,0.027154518515222437,0.10407556040546045,0.010193473421887792,0.011556158455550566,0.012524627252691834,2.6156695206241123,0.9324563590134736,0.9266480187523055,0.8048213909612654,0.28690964892722265,0.28512246730840174,0.4804541908156178,0.359271506624525,6.743096713092835,8.446529445937559,10,0.6184772173832446,8.392107231121262
